Compound,Smiles,pka,prot_smiles,deprot_smiles,acid_base_type,acid_base_string,prot_charge,deprot_charge,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,CCSO,NCSO,nA,nN,nD,nC,nF,nQ,nG,nH,nI,nP,nL,nK,nM,nT,nY,nV,nW,LipinskiFailures,nBase,ALogp2,nAcid,nRings4,nRings7,tpsaEfficiency,WTPT.5,PetitjeanNumber,MDEC.44,MDEO.11,MDEO.12,MDEN.11,MDEN.12,MDEN.13,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.tCH,khs.dsCH,khs.sssCH,khs.ddC,khs.dssC,khs.aaaC,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sPH2,khs.dsssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sssdAs,khs.sBr,khs.sI,HybRatio,FMF,SC.6,VC.4,VC.6,VCH.4,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,nHBDon,nHBAcc,apol
6221,O=C(Nc1cccc(Cl)c1)c1ccc(Cl)cc1O,6.300000191,O=C(Nc1cccc(Cl)c1)c1ccc(Cl)cc1[OH2+],O=C(Nc1cccc(Cl)c1)c1ccc(Cl)cc1O,acidic,A,0,-1,4.8968,2.0548,2.8198,-1.60542543,-14.80671606,-16.41211759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51371121,0,0,0,0.175550955,3.051781809,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.777777778,0,0,0,0,0.095449582,0,0,1,11,1,0,0,0,0,2,3,35.945137
6222,O=C(Nc1cccc(Cl)c1)c1ccccc1O,7.199999809,O=C(Nc1cccc(Cl)c1)c1ccccc1[OH2+],O=C(Nc1cccc(Cl)c1)c1ccccc1O,acidic,A,0,-1,5.1015,1.9662,2.7051,-1.970745698,-14.19498088,-16.16572658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07033689,0,0,0,0.199684257,3.051237687,0.444444444,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.823529412,0,0,0,0,0.071697417,0,0,1,11,1,0,0,0,0,2,3,34.43193
6227,O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)s1,5.800000191,O=C([NH2+]c1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)s1,O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)s1,acidic,A,0,-1,4.7804,0.971,3.134,-2.973828872,-15.33539675,-16.2125239,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44578756,0,0,0,0.298024893,9.243625578,0.461538462,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.857142857,0,0,0,0,0.15059183,0,0,3,8,1,0,0,0,0,1,4,38.088551
6228,O=C(Nc1nnc(-c2cccs2)o1)c1cccc(C(F)(F)F)c1,5.699999809,O=C([NH2+]c1nnc(-c2cccs2)o1)c1cccc(C(F)(F)F)c1,O=C(Nc1nnc(-c2cccs2)o1)c1cccc(C(F)(F)F)c1,acidic,A,0,-1,5.6239,1.0299,3.54,-2.657385277,-18.01429254,-16.75325048,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23054144,0,0,0,0.28392857,9.239304102,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0.071428571,0.782608696,0.144337567,0.013498731,0.004499577,0,0.106785117,0,0,3,7,2,1,0,0,0,1,4,39.449344
6243,O=C1CCN(Cc2ccccc2)C(=O)N1,11.69999981,O=C1CCN(Cc2ccccc2)C(=O)N1,O=C1CCN(Cc2ccccc2)C(=O)[N-]1,acidic,A,0,-1,6.2794,1.0878,2.8845,-1.376696941,-14.10449331,-13.92973231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76983076,0,0,0,0.242099219,6.391596862,0.444444444,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0.866666667,0,0,0,0,0.065266469,0,0,1,5,1,2,1,0,0,1,4,31.165516
6244,O=C1CN(c2ccccc2)C(=O)N1,8.300000191,O=C1CN(c2ccccc2)C(=O)N1,O=C1CN(c2ccccc2)C(=O)[N-]1,acidic,A,0,-1,4.6817,1.1424,2.6438,-1.906118547,-12.87182122,-12.93943595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.69839449,0,0,0,0.28064523,6.377305729,0.428571429,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.846153846,0,0,0,0,0.059891665,0,0,1,6,0,1,0,0,0,1,4,24.978344
6250,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCOCC2)nc2ccccc12,9.300000191,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCOCC2)nc2ccccc12,O=C1[N-]C(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCOCC2)nc2ccccc12,acidic,A,0,-1,10.1735,1.8273,5.8287,-6.007791587,-27.09708413,-29.06319312,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33108164,0,0,0,0.235705716,16.07504457,0.461538462,0,0.25,0.210818511,0,0,0,1.074569932,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.9375,0,0,0,0,0.248315049,0,0,3,11,5,4,0,0,0,2,7,62.815067
6251,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,8.699999809,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,O=C1c2ccccc2-[n+]2ccc3c([n-]c4ccccc43)c21,acidic,A,0,-1,5.2052,0.9392,1.578,-5.868451243,-8.238384321,-14.10681166,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.61929984,0,0,0,0.135528378,6.821095319,0.444444444,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0,0.417688234,0,0,1,14,3,0,0,0,0,1,1,42.016723
6252,O=Cc1cc(Br)cc(Br)c1O,5.300000191,O=Cc1cc(Br)cc(Br)c1[OH2+],O=Cc1cc(Br)cc(Br)c1O,acidic,A,0,-1,2.4165,1.1245,1.5524,-0.052891969,-8.550764818,-8.603656788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94563344,0,0,0,0.134241326,0,0.4,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.545454545,0,0,0,0,0.103176789,0,0,1,5,1,0,0,0,0,1,2,22.691172
6255,O=S(=O)(Nc1cc(F)ccc1F)c1ccc2[nH]c3c(c2c1)CCCC3,7.300000191,O=S(=O)([NH2+]c1cc(F)ccc1F)c1ccc2[nH]c3c(c2c1)CCCC3,O=S(=O)(Nc1cc(F)ccc1F)c1ccc2[nH]c3c(c2c1)CCCC3,acidic,A,0,-1,7.8934,1.8483,3.9371,-2.870936902,-20.42554971,-21.48200287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.40754916,0,0,0,0.194261066,6.217200788,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0.222222222,0.84,0.102062073,0.025499586,0.008499862,0,0.259251876,0,0,0,12,2,0,4,0,0,2,3,50.166688
6259,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,7.940000057,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,O=c1[n-]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,acidic,A,0,-1,6.9686,0.9747,3.5728,-1.243260038,-18.24369025,-17.34467017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46431881,0,0,0,0.227684646,6.278701536,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.761904762,0.144337567,0.013498731,0.004499577,0,0.162774048,0,0,2,5,3,3,1,0,0,1,2,39.547723
6261,Oc1cc2ccc(-c3ccc(F)cc3)cc2nc1O,8.1,O=c1[nH]c2cc(-c3ccc(F)cc3)ccc2cc1O,O=c1[nH]c2cc(-c3ccc(F)cc3)ccc2cc1[O-],acidic,A,0,-1,5.1664,2.1252,2.7014,-3.361520076,-14.50810229,-17.86962237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02128025,0,0,0,0.209158634,3.07086154,0.454545455,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,0,0,0,0,0.094130865,0,0,1,11,3,0,0,0,0,2,3,36.32893
6262,O=c1[nH]c2cc(C(F)(F)F)ccc2n1Cc1cc(Cl)ccc1O,9.75,O=c1[nH]c2cc(C(F)(F)F)ccc2n1Cc1cc(Cl)ccc1O,O=c1[nH]c2cc(C(F)(F)F)ccc2n1Cc1cc(Cl)ccc1[O-],acidic,A,0,-1,6.5531,1.9425,4.0673,-2.00874761,-21.26527247,-20.13080784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.63106064,0,0,0,0.169630131,6.610309325,0.454545455,0,0.166666667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0.133333333,0.695652174,0.144337567,0.013498731,0.004499577,0,0.170511795,0,0,0,10,2,2,0,0,0,2,2,40.72293
6263,Oc1cc2cc(-c3ccc(F)cc3)ccc2nc1O,8.2,O=c1[nH]c2ccc(-c3ccc(F)cc3)cc2cc1O,O=c1[nH]c2ccc(-c3ccc(F)cc3)cc2cc1[O-],acidic,A,0,-1,5.1452,2.1435,2.6921,-3.362237094,-14.35970363,-17.72194073,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02128025,0,0,0,0.209158634,3.065929705,0.454545455,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,0,0,0,0,0.094130865,0,0,1,11,3,0,0,0,0,2,3,36.32893
6264,O=c1[nH]c2ccccc2c(=O)n1CCCl,10,O=c1[nH]c2ccccc2c(=O)n1CCCl,O=c1[n-]c2ccccc2c(=O)n1CCCl,acidic,A,0,-1,5.7898,0.9473,3.0466,-1.271367113,-15.05623805,-13.70100382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05197376,0,0,0,0.244872174,6.449573302,0.5,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.666666667,0,0,0,0,0.065208213,0,0,1,5,1,2,0,0,0,1,2,29.585137
6265,O=c1cc(CSc2cccc(F)c2F)nc2cc(-c3ccco3)[nH]n12,7.5,O=c1cc(CSc2cccc(F)c2F)nc2cc(-c3ccco3)[nH]n12,O=c1cc(CSc2cccc(F)c2F)nc2cc(-c3ccco3)[n-]n12,acidic,A,0,-1,6.6052,1.1381,3.7781,-3.797394837,-19.01993308,-20.8916109,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.56535009,0,0,0,0.246759538,9.841615426,0.461538462,0,0,0.166666667,0,0,0,1.414213562,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.058823529,0.88,0,0,0,0,0.161987147,0,0,3,13,0,1,0,0,0,1,2,46.172723
6266,O=c1cc(CSc2cccc(F)c2F)nc2cc[nH]n12,7.349999905,O=c1cc(CSc2cccc(F)c2F)nc2n1[NH2+]C=C2,O=c1cc(CSc2cccc(F)c2F)nc2cc[nH]n12,acidic,A,0,-1,5.8704,0.9977,3.3908,-2.429469407,-16.85944073,-17.14971319,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56915209,0,0,0,0.257504485,9.643629601,0.5,0,0,0,0,0,0,1.414213562,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.076923077,0.85,0,0,0,0,0.114328794,0,0,3,9,0,1,0,0,0,1,2,36.997137
6267,O=c1ccc2nc3ccc(O)cc3oc-2c1,5.800000191,O=c1ccc2nc3ccc([OH2+])cc3oc-2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1,acidic,A,0,-1,4.8986,0.9245,2.7647,-3.481381453,-14.05504302,-16.96563098,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06602724,0,0,0,0.2972645,3.173728194,0.5,0,0.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0.088089958,0,0,0,12,0,0,0,0,0,1,3,29.293551
6365,FC1(F)CCNC1,7.5,FC1(F)CCNC1,FC1(F)CC[N-]C1,acidic,A,0,-1,3.596,0.6808,1.9898,1.328704589,-10.26606119,-7.451792543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1225,0,0,0,0.112372507,2.905330086,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.714285714,0,0.035714286,0,0,0.012626907,0,0,0,0,0,2,2,0,0,1,1,13.921551
1,Brc1c(NC2CC2)nc(C2CC2)nc1N1CCCCCC1,6.210000038,Brc1c(N2CCCCCC2)nc(C2CC2)[nH+]c1NC1CC1,Brc1c(NC2CC2)nc(C2CC2)nc1N1CCCCCC1,basic,B,1,0,7.7805,0.7016,3.6381,-0.478680688,-16.2125956,-11.79856597,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.70649664,0,0,1,0.117248661,12.72823565,0.444444444,0,0,0,0,0,0,0.944940787,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.952380952,0,0,0,0.288675135,0.256505519,0,0,3,1,0,2,9,1,0,1,4,50.946239
2,Brc1cc(Br)c(NC2=NCCN2)c(Br)c1,7.460000038,Brc1cc(Br)c(NC2=[NH+]CCN2)c(Br)c1,Brc1cc(Br)c(NC2=NCCN2)c(Br)c1,basic,B,1,0,3.7401,1.6443,2.8962,-0.19459847,-13.31336042,-13.50795889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.69682436,0,0,0,0.092242971,9.104788646,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.222222222,0.8,0,0,0,0,0.147139655,0,0,0,6,0,2,0,0,0,2,3,33.624344
3,Brc1cc2cccnc2c2ncccc12,4.199999809,Brc1cc2cccnc2c2[nH+]cccc12,Brc1cc2cccnc2c2ncccc12,basic,B,1,0,4.415,0,1.6252,-2.871725621,-7.792232314,-10.14519598,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.708401,0,0,0,0.099930514,6.218024707,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.933333333,0,0,0,0,0.117102394,0,0,2,8,2,0,0,0,0,0,2,31.037551
5,Brc1ccc(Br)c(N(CC2CC2)C2=NCCN2)c1,11,Brc1ccc(Br)c(N(CC2CC2)C2=[NH+]CCN2)c1,Brc1ccc(Br)c(N(CC2CC2)C2=NCCN2)c1,basic,B,1,0,6.6099,0.6712,3.0757,-0.645052581,-14.46873805,-13.45535373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.59043289,0,0,0,0.074481767,9.542687424,0.428571429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.461538462,0.888888889,0,0,0,0.204124145,0.250657123,0,0,0,6,0,3,2,1,0,1,3,42.281895
9,Brc1ccc(N(CC2CC2)C2=NCCN2)c(Br)c1,11.19999981,Brc1ccc(N(CC2CC2)C2=[NH+]CCN2)c(Br)c1,Brc1ccc(N(CC2CC2)C2=NCCN2)c(Br)c1,basic,B,1,0,6.448,0.6662,3.0076,-0.645243786,-14.10277247,-13.16144837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.59043289,0,0,0,0.074481767,9.54403335,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.461538462,0.888888889,0,0,0,0.204124145,0.250657123,0,0,0,6,0,3,2,1,0,1,3,42.281895
10,Brc1ccc(N2CCc3ccccc3C2)nc1,3,Brc1ccc(N2CCc3ccccc3C2)[nH+]c1,Brc1ccc(N2CCc3ccccc3C2)nc1,basic,B,1,0,6.4618,0,1.908,-2.029517208,-9.266515296,-9.36749522,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.34364129,0,0,0,0.056001848,6.592950745,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.214285714,0.941176471,0,0,0,0,0.156571709,0,0,2,7,2,2,1,0,0,0,2,38.558309
11,Brc1ccc(NC2=NCCN2)cc1,9.649999619,Brc1ccc(NC2=[NH+]CCN2)cc1,Brc1ccc(NC2=NCCN2)cc1,basic,B,1,0,4.435,1.4354,2.8494,-1.053107075,-12.7585086,-13.81161568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.14636644,0,0,0,0.152381233,9.113845345,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.222222222,0.923076923,0,0,0,0,0.082418786,0,0,0,6,0,2,0,0,0,2,3,28.85793
12,Brc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7,Brc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1,Brc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,basic,B,1,0,6.6628,0.6682,2.0302,-4.292973231,-10.08652008,-14.37949331,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.94171289,0,0,0,0.071603802,6.381984606,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.954545455,0,0,0,0,0.160328913,0,0,0,17,2,0,0,0,0,1,2,47.358309
13,Brc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3,6.380000114,Brc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3,Brc1ccc2[nH+]c3c(c(N4CCOCC4)c2c1)CCC3,basic,B,1,0,7.6646,0,2.7421,-1.737404398,-13.38145315,-14.23424952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53283369,0,0,0,0.076373482,6.685612088,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4375,0.95,0,0,0,0,0.216395209,0,0,0,7,2,4,3,0,0,0,3,45.547481
14,Brc1ccc2c(c1)CCN2,3.700000048,Brc1ccc2c(c1)CC[NH2+]2,Brc1ccc2c(c1)CCN2,basic,B,1,0,3.2639,0.6269,1.3201,-0.899259082,-6.526983748,-7.42624283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06045924,0,0,0,0.061070946,3.052455153,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.9,0,0,0,0,0.135992898,0,0,0,5,1,1,1,0,0,1,1,23.564344
15,Brc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3CCC1,6.949999809,Brc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3CCC1,Brc1ccc2c(c1)c1c3n2CC[NH+](Cc2ccccc2)C3CCC1,basic,B,1,0,8.0675,0,1.9335,-2.944431166,-9.73585086,-12.01422084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34.34780449,0,0,0,0.021494976,7.209632786,0.5,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0.958333333,0,0,0,0,0.407919719,0,0,0,11,3,3,4,0,0,0,1,56.212653
17,Brc1cccc(Br)c1N(C1=NCCN1)C1CCCC1,11.19999981,Brc1cccc(Br)c1N(C1=[NH+]CCN1)C1CCCC1,Brc1cccc(Br)c1N(C1=NCCN1)C1CCCC1,basic,B,1,0,6.7439,0.641,3.0182,-0.38042543,-14.27146272,-12.67743786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.05855204,0,0,0,0.071770163,9.623371759,0.428571429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0.894736842,0,0,0,0,0.196732884,0,0,0,6,0,2,5,0,0,1,3,45.375481
19,Brc1cccc(Br)c1N(CC1CC1)C1=NCCN1,10.88000011,Brc1cccc(Br)c1N(CC1CC1)C1=[NH+]CCN1,Brc1cccc(Br)c1N(CC1CC1)C1=NCCN1,basic,B,1,0,6.3733,0.6594,2.9438,-0.64498088,-13.8292304,-12.57946941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.59043289,0,0,0,0.074481767,9.538986129,0.428571429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.461538462,0.888888889,0,0,0,0.204124145,0.247126582,0,0,0,6,0,3,2,1,0,1,3,42.281895
20,Brc1cccc(Br)c1N(CC1CCC1)C1=NCCN1,10.89999962,Brc1cccc(Br)c1N(CC1CCC1)C1=[NH+]CCN1,Brc1cccc(Br)c1N(CC1CCC1)C1=NCCN1,basic,B,1,0,6.867,0.6486,3.0052,-0.383078394,-14.22002868,-12.63300669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16.03602025,0,1,0,0.071770163,9.583423486,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0.894736842,0,0,0,0.204124145,0.199976797,0,0,0,6,0,3,3,1,0,1,3,45.375481
